date,hw1_time,hw1_height,hw2_time,hw2_height,time_reference,height_units
2020-10-28,04:26,"3.3 ",16:40,"3.6 ",gmt,m
2020-10-29,05:10,"3.6 ",17:22,"3.8 ",gmt,m
2020-10-30,05:48,"3.8 ",18:00,"3.9 ",gmt,m
2020-10-31,06:22,"3.9 ",18:36,"4.0 ",gmt,m
2020-11-01,06:56,"4.0 ",19:10,"4.0 ",gmt,m
2020-11-02,07:27,"4.0 ",19:40,"3.9 ",gmt,m
2020-11-03,07:56,"3.9 ",20:09,"3.8 ",gmt,m
2020-11-04,08:23,"3.8 ",20:37,"3.6 ",gmt,m
2020-11-05,08:50,"3.6 ",21:04,"3.4 ",gmt,m
2020-11-06,09:21,"3.5 ",21:41,"3.1 ",gmt,m
2020-11-07,10:03,"3.3 ",22:32,"2.9 ",gmt,m
2020-11-08,10:59,"3.1 ",23:36,"2.8 ",gmt,m
2020-11-09,12:05,"3.0 ",,,gmt,m
2020-11-10,00:54,"2.8 ",13:25,"3.2 ",gmt,m
2020-11-11,02:26,"3.1 ",14:50,"3.5 ",gmt,m
2020-11-12,03:37,"3.5 ",15:56,"3.8 ",gmt,m
2020-11-13,04:36,"3.8 ",16:55,"4.1 ",gmt,m
2020-11-14,05:29,"4.1 ",17:49,"4.3 ",gmt,m
2020-11-15,06:20,"4.3 ",18:41,"4.3 ",gmt,m
2020-11-16,07:09,"4.4 ",19:29,"4.3 ",gmt,m
2020-11-17,07:51,"4.3 ",20:13,"4.2 ",gmt,m
2020-11-18,08:32,"4.2 ",20:55,"3.9 ",gmt,m
2020-11-19,09:11,"4.0 ",21:36,"3.6 ",gmt,m
2020-11-20,09:48,"3.7 ",22:17,"3.3 ",gmt,m
2020-11-21,10:27,"3.4 ",23:04,"2.9 ",gmt,m
2020-11-22,11:16,"3.1 ",,,gmt,m
2020-11-23,00:19,"2.7 ",12:39,"3.0 ",gmt,m
2020-11-24,01:38,"2.7 ",13:58,"3.0 ",gmt,m
2020-11-25,02:44,"2.9 ",15:02,"3.1 ",gmt,m
2020-11-26,03:38,"3.1 ",15:55,"3.3 ",gmt,m
2020-11-27,04:26,"3.4 ",16:42,"3.5 ",gmt,m
2020-11-28,05:10,"3.6 ",17:25,"3.7 ",gmt,m
2020-11-29,05:49,"3.8 ",18:05,"3.8 ",gmt,m
2020-11-30,06:28,"3.9 ",18:45,"3.8 ",gmt,m
2020-12-01,07:04,"3.9 ",19:20,"3.8 ",gmt,m
2020-12-02,07:37,"3.9 ",19:54,"3.7 ",gmt,m
2020-12-03,08:08,"3.9 ",20:25,"3.6 ",gmt,m
2020-12-04,08:39,"3.8 ",20:59,"3.4 ",gmt,m
2020-12-05,09:14,"3.6 ",21:38,"3.3 ",gmt,m
2020-12-06,09:55,"3.5 ",22:24,"3.1 ",gmt,m
2020-12-07,10:44,"3.4 ",23:19,"3.0 ",gmt,m
2020-12-08,11:42,"3.3 ",,,gmt,m
2020-12-09,00:26,"3.0 ",12:52,"3.3 ",gmt,m
2020-12-10,01:41,"3.1 ",14:07,"3.4 ",gmt,m
2020-12-11,02:56,"3.3 ",15:21,"3.6 ",gmt,m
2020-12-12,04:02,"3.6 ",16:26,"3.8 ",gmt,m
2020-12-13,05:02,"3.9 ",17:26,"4.0 ",gmt,m
2020-12-14,05:58,"4.1 ",18:21,"4.1 ",gmt,m
2020-12-15,06:49,"4.2 ",19:13,"4.1 ",gmt,m
2020-12-16,07:34,"4.2 ",19:58,"4.0 ",gmt,m
2020-12-17,08:17,"4.2 ",20:41,"3.8 ",gmt,m
2020-12-18,08:57,"4.0 ",21:22,"3.6 ",gmt,m
2020-12-19,09:34,"3.8 ",22:01,"3.3 ",gmt,m
2020-12-20,10:10,"3.6 ",22:39,"3.1 ",gmt,m
2020-12-21,10:48,"3.3 ",23:22,"2.9 ",gmt,m
2020-12-22,11:34,"3.1 ",,,gmt,m
2020-12-23,00:19,"2.8 ",12:36,"3.0 ",gmt,m
2020-12-24,01:26,"2.8 ",13:46,"3.0 ",gmt,m
2020-12-25,02:32,"2.9 ",14:54,"3.0 ",gmt,m
2020-12-26,03:32,"3.1 ",15:54,"3.2 ",gmt,m
2020-12-27,04:26,"3.3 ",16:48,"3.4 ",gmt,m
2020-12-28,05:15,"3.5 ",17:37,"3.5 ",gmt,m
2020-12-29,06:01,"3.7 ",18:23,"3.6 ",gmt,m
2020-12-30,06:45,"3.8 ",19:06,"3.7 ",gmt,m
2020-12-31,07:23,"3.9 ",19:44,"3.7 ",gmt,m
