date,hw1_time,hw1_height,hw2_time,hw2_height,time_reference,height_units
2021-02-07,01:44,"2.9 ",14:28,"2.9 ",gmt,m
2021-02-08,03:12,"3.1 ",15:53,"3.1 ",gmt,m
2021-02-09,04:27,"3.3 ",17:04,"3.3 ",gmt,m
2021-02-10,05:29,"3.7 ",18:01,"3.6 ",gmt,m
2021-02-11,06:21,"3.9 ",18:50,"3.7 ",gmt,m
2021-02-12,07:07,"4.0 ",19:32,"3.8 ",gmt,m
2021-02-13,07:46,"4.1 ",20:09,"3.8 ",gmt,m
2021-02-14,08:21,"4.0 ",20:41,"3.7 ",gmt,m
2021-02-15,08:53,"3.9 ",21:10,"3.6 ",gmt,m
2021-02-16,09:21,"3.8 ",21:37,"3.5 ",gmt,m
2021-02-17,09:49,"3.6 ",22:04,"3.3 ",gmt,m
2021-02-18,10:19,"3.3 ",22:35,"3.1 ",gmt,m
2021-02-19,10:51,"3.1 ",23:12,"2.9 ",gmt,m
2021-02-20,11:33,"2.8 ",,,gmt,m
2021-02-21,00:03,"2.7 ",12:34,"2.6 ",gmt,m
2021-02-22,01:16,"2.6 ",14:04,"2.6 ",gmt,m
2021-02-23,02:53,"2.8 ",15:41,"2.8 ",gmt,m
2021-02-24,04:12,"3.1 ",16:48,"3.1 ",gmt,m
2021-02-25,05:11,"3.4 ",17:44,"3.4 ",gmt,m
2021-02-26,06:02,"3.7 ",18:32,"3.6 ",gmt,m
2021-02-27,06:49,"4.0 ",19:17,"3.8 ",gmt,m
2021-02-28,07:32,"4.1 ",19:57,"3.9 ",gmt,m
2021-03-01,08:12,"4.2 ",20:35,"4.0 ",gmt,m
2021-03-02,08:50,"4.3 ",21:11,"4.0 ",gmt,m
2021-03-03,09:27,"4.2 ",21:45,"3.9 ",gmt,m
2021-03-04,10:03,"3.9 ",22:21,"3.6 ",gmt,m
2021-03-05,10:41,"3.6 ",23:01,"3.3 ",gmt,m
2021-03-06,11:28,"3.2 ",23:56,"3.0 ",gmt,m
2021-03-07,12:39,"2.8 ",,,gmt,m
2021-03-08,01:21,"2.8 ",14:18,"2.7 ",gmt,m
2021-03-09,02:58,"2.9 ",15:49,"2.9 ",gmt,m
2021-03-10,04:16,"3.2 ",16:58,"3.2 ",gmt,m
2021-03-11,05:16,"3.6 ",17:50,"3.5 ",gmt,m
2021-03-12,06:04,"3.8 ",18:34,"3.7 ",gmt,m
2021-03-13,06:47,"4.0 ",19:11,"3.8 ",gmt,m
2021-03-14,07:23,"4.0 ",19:43,"3.8 ",gmt,m
2021-03-15,07:56,"4.0 ",20:12,"3.8 ",gmt,m
2021-03-16,08:24,"3.9 ",20:39,"3.7 ",gmt,m
2021-03-17,08:52,"3.8 ",21:04,"3.6 ",gmt,m
2021-03-18,09:19,"3.6 ",21:30,"3.4 ",gmt,m
2021-03-19,09:45,"3.3 ",21:57,"3.2 ",gmt,m
2021-03-20,10:13,"3.1 ",22:29,"3.0 ",gmt,m
2021-03-21,10:52,"2.8 ",23:17,"2.8 ",gmt,m
2021-03-22,11:50,"2.5 ",,,gmt,m
2021-03-23,00:24,"2.6 ",13:13,"2.5 ",gmt,m
2021-03-24,01:58,"2.7 ",15:08,"2.7 ",gmt,m
2021-03-25,03:34,"3.0 ",16:20,"3.0 ",gmt,m
2021-03-26,04:38,"3.4 ",17:15,"3.4 ",gmt,m
2021-03-27,05:31,"3.8 ",18:04,"3.7 ",gmt,m
2021-03-28,07:20,"4.0 ",19:51,"3.9 ",bst,m
2021-03-29,08:08,"4.2 ",20:33,"4.1 ",bst,m
2021-03-30,08:50,"4.3 ",21:12,"4.2 ",bst,m
2021-03-31,09:31,"4.3 ",21:50,"4.2 ",bst,m
2021-04-01,10:10,"4.2 ",22:26,"4.0 ",bst,m
2021-04-02,10:48,"3.9 ",23:02,"3.7 ",bst,m
2021-04-03,11:27,"3.5 ",23:40,"3.4 ",bst,m
2021-04-04,12:15,"3.0 ",00:33,"3.0 ",bst,m
2021-04-05,13:31,"2.7 ",,,bst,m
2021-04-06,02:06,"2.8 ",15:10,"2.6 ",bst,m
2021-04-07,03:42,"2.9 ",16:34,"2.8 ",bst,m
2021-04-08,04:55,"3.2 ",17:38,"3.1 ",bst,m
2021-04-09,05:52,"3.5 ",18:26,"3.4 ",bst,m
2021-04-10,06:38,"3.7 ",19:06,"3.6 ",bst,m
2021-04-11,07:19,"3.9 ",19:42,"3.8 ",bst,m
2021-04-12,07:56,"3.9 ",20:15,"3.8 ",bst,m
2021-04-13,08:27,"3.9 ",20:41,"3.8 ",bst,m
2021-04-14,08:56,"3.8 ",21:08,"3.8 ",bst,m
2021-04-15,09:23,"3.7 ",21:34,"3.7 ",bst,m
2021-04-16,09:51,"3.5 ",21:59,"3.5 ",bst,m
2021-04-17,10:17,"3.3 ",22:26,"3.4 ",bst,m
2021-04-18,10:46,"3.1 ",22:59,"3.1 ",bst,m
2021-04-19,11:27,"2.8 ",23:48,"2.9 ",bst,m
2021-04-20,12:26,"2.6 ",00:52,"2.8 ",bst,m
2021-04-21,13:41,"2.5 ",,,bst,m
2021-04-22,02:11,"2.8 ",15:23,"2.7 ",bst,m
2021-04-23,03:46,"3.1 ",16:39,"3.1 ",bst,m
2021-04-24,04:56,"3.4 ",17:37,"3.4 ",bst,m
2021-04-25,05:54,"3.8 ",18:29,"3.7 ",bst,m
2021-04-26,06:48,"4.0 ",19:19,"4.0 ",bst,m
2021-04-27,07:39,"4.2 ",20:06,"4.2 ",bst,m
2021-04-28,08:27,"4.3 ",20:49,"4.2 ",bst,m
2021-04-29,09:11,"4.2 ",21:30,"4.2 ",bst,m
2021-04-30,09:54,"4.1 ",22:09,"4.1 ",bst,m
2021-05-01,10:36,"3.8 ",22:47,"3.8 ",bst,m
2021-05-02,11:19,"3.4 ",23:28,"3.5 ",bst,m
2021-05-03,12:10,"3.0 ",00:19,"3.1 ",bst,m
2021-05-04,13:24,"2.7 ",,,bst,m
2021-05-05,01:46,"2.9 ",14:47,"2.7 ",bst,m
2021-05-06,03:12,"2.9 ",16:00,"2.8 ",bst,m
2021-05-07,04:19,"3.1 ",16:58,"3.1 ",bst,m
2021-05-08,05:15,"3.3 ",17:48,"3.3 ",bst,m
2021-05-09,06:02,"3.5 ",18:30,"3.5 ",bst,m
2021-05-10,06:45,"3.7 ",19:07,"3.7 ",bst,m
2021-05-11,07:22,"3.7 ",19:41,"3.8 ",bst,m
2021-05-12,07:58,"3.7 ",20:13,"3.8 ",bst,m
2021-05-13,08:30,"3.7 ",20:41,"3.8 ",bst,m
2021-05-14,09:00,"3.6 ",21:10,"3.7 ",bst,m
2021-05-15,09:30,"3.5 ",21:39,"3.6 ",bst,m
2021-05-16,09:59,"3.3 ",22:08,"3.4 ",bst,m
2021-05-17,10:33,"3.1 ",22:44,"3.3 ",bst,m
2021-05-18,11:16,"2.9 ",23:31,"3.1 ",bst,m
2021-05-19,12:10,"2.7 ",00:29,"3.0 ",bst,m
2021-05-20,13:17,"2.7 ",,,bst,m
2021-05-21,01:38,"3.0 ",14:35,"2.9 ",bst,m
2021-05-22,02:54,"3.2 ",15:51,"3.1 ",bst,m
2021-05-23,04:10,"3.5 ",16:55,"3.4 ",bst,m
2021-05-24,05:15,"3.7 ",17:53,"3.7 ",bst,m
2021-05-25,06:15,"3.9 ",18:48,"3.9 ",bst,m
2021-05-26,07:13,"4.0 ",19:40,"4.1 ",bst,m
2021-05-27,08:07,"4.1 ",20:28,"4.2 ",bst,m
2021-05-28,08:55,"4.0 ",21:12,"4.2 ",bst,m
2021-05-29,09:41,"3.9 ",21:55,"4.0 ",bst,m
2021-05-30,10:27,"3.7 ",22:37,"3.8 ",bst,m
2021-05-31,11:14,"3.4 ",23:19,"3.6 ",bst,m
2021-06-01,12:02,"3.1 ",00:06,"3.3 ",bst,m
2021-06-02,13:02,"2.9 ",,,bst,m
2021-06-03,01:11,"3.0 ",14:08,"2.8 ",bst,m
2021-06-04,02:23,"3.0 ",15:10,"2.8 ",bst,m
2021-06-05,03:29,"3.0 ",16:08,"3.0 ",bst,m
2021-06-06,04:26,"3.1 ",17:00,"3.1 ",bst,m
2021-06-07,05:18,"3.3 ",17:46,"3.3 ",bst,m
2021-06-08,06:05,"3.4 ",18:29,"3.5 ",bst,m
2021-06-09,06:48,"3.5 ",19:08,"3.7 ",bst,m
2021-06-10,07:30,"3.6 ",19:47,"3.7 ",bst,m
2021-06-11,08:09,"3.6 ",20:22,"3.8 ",bst,m
2021-06-12,08:44,"3.5 ",20:55,"3.7 ",bst,m
2021-06-13,09:19,"3.4 ",21:27,"3.6 ",bst,m
2021-06-14,09:53,"3.3 ",21:59,"3.5 ",bst,m
2021-06-15,10:29,"3.2 ",22:37,"3.4 ",bst,m
2021-06-16,11:10,"3.1 ",23:19,"3.3 ",bst,m
2021-06-17,11:57,"3.0 ",00:09,"3.3 ",bst,m
2021-06-18,12:52,"2.9 ",,,bst,m
2021-06-19,01:08,"3.2 ",13:56,"3.0 ",bst,m
2021-06-20,02:15,"3.3 ",15:05,"3.1 ",bst,m
2021-06-21,03:30,"3.4 ",16:17,"3.3 ",bst,m
2021-06-22,04:42,"3.5 ",17:22,"3.6 ",bst,m
2021-06-23,05:49,"3.7 ",18:22,"3.8 ",bst,m
2021-06-24,06:51,"3.8 ",19:19,"4.0 ",bst,m
2021-06-25,07:50,"3.9 ",20:12,"4.1 ",bst,m
2021-06-26,08:41,"3.9 ",20:59,"4.1 ",bst,m
2021-06-27,09:31,"3.8 ",21:43,"4.0 ",bst,m
2021-06-28,10:18,"3.7 ",22:26,"3.9 ",bst,m
2021-06-29,11:01,"3.5 ",23:05,"3.7 ",bst,m
2021-06-30,11:42,"3.3 ",23:43,"3.5 ",bst,m
2021-07-01,12:24,"3.0 ",00:23,"3.2 ",bst,m
2021-07-02,13:10,"2.9 ",,,bst,m
2021-07-03,01:13,"3.0 ",14:04,"2.8 ",bst,m
2021-07-04,02:16,"2.9 ",15:03,"2.8 ",bst,m
2021-07-05,03:23,"2.9 ",16:04,"2.9 ",bst,m
2021-07-06,04:26,"3.0 ",17:00,"3.1 ",bst,m
2021-07-07,05:25,"3.1 ",17:53,"3.3 ",bst,m
2021-07-08,06:17,"3.3 ",18:41,"3.5 ",bst,m
2021-07-09,07:06,"3.4 ",19:25,"3.7 ",bst,m
2021-07-10,07:51,"3.5 ",20:06,"3.7 ",bst,m
2021-07-11,08:32,"3.5 ",20:44,"3.8 ",bst,m
2021-07-12,09:11,"3.5 ",21:19,"3.8 ",bst,m
2021-07-13,09:48,"3.4 ",21:55,"3.7 ",bst,m
2021-07-14,10:23,"3.4 ",22:30,"3.7 ",bst,m
2021-07-15,11:00,"3.3 ",23:08,"3.6 ",bst,m
2021-07-16,11:39,"3.2 ",23:50,"3.5 ",bst,m
2021-07-17,12:25,"3.1 ",00:39,"3.3 ",bst,m
2021-07-18,13:21,"3.1 ",,,bst,m
2021-07-19,01:41,"3.2 ",14:29,"3.1 ",bst,m
2021-07-20,02:58,"3.2 ",15:47,"3.2 ",bst,m
2021-07-21,04:20,"3.2 ",17:01,"3.4 ",bst,m
2021-07-22,05:34,"3.4 ",18:08,"3.7 ",bst,m
2021-07-23,06:41,"3.6 ",19:06,"3.9 ",bst,m
2021-07-24,07:38,"3.7 ",19:58,"4.1 ",bst,m
2021-07-25,08:30,"3.8 ",20:44,"4.1 ",bst,m
2021-07-26,09:17,"3.8 ",21:27,"4.1 ",bst,m
2021-07-27,09:59,"3.7 ",22:07,"4.0 ",bst,m
2021-07-28,10:38,"3.6 ",22:41,"3.8 ",bst,m
2021-07-29,11:10,"3.4 ",23:11,"3.6 ",bst,m
2021-07-30,11:39,"3.2 ",23:41,"3.3 ",bst,m
2021-07-31,12:09,"3.0 ",00:16,"3.1 ",bst,m
2021-08-01,12:49,"2.9 ",,,bst,m
2021-08-02,01:01,"2.9 ",13:44,"2.7 ",bst,m
2021-08-03,02:05,"2.7 ",14:59,"2.7 ",bst,m
2021-08-04,03:33,"2.7 ",16:18,"2.9 ",bst,m
2021-08-05,04:51,"2.9 ",17:22,"3.2 ",bst,m
2021-08-06,05:53,"3.1 ",18:16,"3.4 ",bst,m
2021-08-07,06:46,"3.3 ",19:05,"3.7 ",bst,m
2021-08-08,07:34,"3.5 ",19:50,"3.8 ",bst,m
2021-08-09,08:18,"3.6 ",20:30,"3.9 ",bst,m
2021-08-10,08:58,"3.7 ",21:07,"4.0 ",bst,m
2021-08-11,09:35,"3.7 ",21:43,"4.0 ",bst,m
2021-08-12,10:10,"3.7 ",22:18,"3.9 ",bst,m
2021-08-13,10:43,"3.6 ",22:53,"3.8 ",bst,m
2021-08-14,11:19,"3.5 ",23:30,"3.6 ",bst,m
2021-08-15,11:59,"3.3 ",00:15,"3.4 ",bst,m
2021-08-16,12:51,"3.1 ",,,bst,m
2021-08-17,01:15,"3.1 ",14:01,"2.9 ",bst,m
2021-08-18,02:38,"2.9 ",15:31,"3.0 ",bst,m
2021-08-19,04:14,"3.0 ",16:53,"3.3 ",bst,m
2021-08-20,05:33,"3.2 ",18:00,"3.6 ",bst,m
2021-08-21,06:36,"3.5 ",18:56,"3.9 ",bst,m
2021-08-22,07:29,"3.7 ",19:45,"4.1 ",bst,m
2021-08-23,08:16,"3.8 ",20:27,"4.2 ",bst,m
2021-08-24,08:56,"3.8 ",21:05,"4.1 ",bst,m
2021-08-25,09:32,"3.8 ",21:39,"4.0 ",bst,m
2021-08-26,10:03,"3.7 ",22:08,"3.9 ",bst,m
2021-08-27,10:29,"3.5 ",22:35,"3.7 ",bst,m
2021-08-28,10:55,"3.4 ",23:02,"3.4 ",bst,m
2021-08-29,11:22,"3.2 ",23:33,"3.1 ",bst,m
2021-08-30,11:58,"3.0 ",00:11,"2.9 ",bst,m
2021-08-31,12:44,"2.8 ",,,bst,m
2021-09-01,01:06,"2.6 ",13:54,"2.7 ",bst,m
2021-09-02,02:34,"2.5 ",15:36,"2.8 ",bst,m
2021-09-03,04:23,"2.7 ",16:54,"3.1 ",bst,m
2021-09-04,05:30,"3.0 ",17:52,"3.4 ",bst,m
2021-09-05,06:24,"3.3 ",18:41,"3.7 ",bst,m
2021-09-06,07:12,"3.6 ",19:26,"3.9 ",bst,m
2021-09-07,07:56,"3.8 ",20:09,"4.1 ",bst,m
2021-09-08,08:36,"3.9 ",20:47,"4.2 ",bst,m
2021-09-09,09:13,"4.0 ",21:24,"4.2 ",bst,m
2021-09-10,09:48,"4.0 ",22:00,"4.1 ",bst,m
2021-09-11,10:22,"3.9 ",22:36,"4.0 ",bst,m
2021-09-12,10:58,"3.7 ",23:13,"3.7 ",bst,m
2021-09-13,11:36,"3.4 ",23:56,"3.3 ",bst,m
2021-09-14,12:25,"3.1 ",00:58,"2.9 ",bst,m
2021-09-15,13:42,"2.9 ",,,bst,m
2021-09-16,02:36,"2.7 ",15:24,"2.9 ",bst,m
2021-09-17,04:19,"2.9 ",16:49,"3.3 ",bst,m
2021-09-18,05:33,"3.2 ",17:52,"3.6 ",bst,m
2021-09-19,06:28,"3.6 ",18:42,"3.9 ",bst,m
2021-09-20,07:13,"3.8 ",19:25,"4.1 ",bst,m
2021-09-21,07:54,"3.9 ",20:04,"4.2 ",bst,m
2021-09-22,08:29,"3.9 ",20:39,"4.1 ",bst,m
2021-09-23,08:59,"3.9 ",21:07,"4.0 ",bst,m
2021-09-24,09:25,"3.8 ",21:34,"3.9 ",bst,m
2021-09-25,09:50,"3.7 ",22:00,"3.7 ",bst,m
2021-09-26,10:16,"3.6 ",22:26,"3.4 ",bst,m
2021-09-27,10:43,"3.4 ",22:55,"3.2 ",bst,m
2021-09-28,11:17,"3.1 ",23:32,"2.9 ",bst,m
2021-09-29,12:01,"2.9 ",00:27,"2.6 ",bst,m
2021-09-30,13:05,"2.7 ",,,bst,m
2021-10-01,01:45,"2.5 ",14:41,"2.7 ",bst,m
2021-10-02,03:53,"2.7 ",16:19,"3.1 ",bst,m
2021-10-03,05:01,"3.1 ",17:18,"3.4 ",bst,m
2021-10-04,05:54,"3.4 ",18:09,"3.8 ",bst,m
2021-10-05,06:41,"3.7 ",18:56,"4.0 ",bst,m
2021-10-06,07:25,"3.9 ",19:41,"4.2 ",bst,m
2021-10-07,08:09,"4.1 ",20:23,"4.3 ",bst,m
2021-10-08,08:47,"4.2 ",21:02,"4.3 ",bst,m
2021-10-09,09:25,"4.2 ",21:41,"4.2 ",bst,m
2021-10-10,10:02,"4.1 ",22:19,"4.0 ",bst,m
2021-10-11,10:39,"3.9 ",22:59,"3.6 ",bst,m
2021-10-12,11:19,"3.6 ",23:45,"3.2 ",bst,m
2021-10-13,12:09,"3.2 ",00:52,"2.8 ",bst,m
2021-10-14,13:30,"2.9 ",,,bst,m
2021-10-15,02:38,"2.7 ",15:14,"3.0 ",bst,m
2021-10-16,04:10,"2.9 ",16:32,"3.3 ",bst,m
2021-10-17,05:16,"3.3 ",17:30,"3.6 ",bst,m
2021-10-18,06:06,"3.6 ",18:18,"3.9 ",bst,m
2021-10-19,06:47,"3.8 ",18:59,"4.0 ",bst,m
2021-10-20,07:24,"3.9 ",19:36,"4.1 ",bst,m
2021-10-21,08:00,"4.0 ",20:10,"4.1 ",bst,m
2021-10-22,08:27,"4.0 ",20:38,"4.0 ",bst,m
2021-10-23,08:52,"4.0 ",21:04,"3.9 ",bst,m
2021-10-24,09:18,"3.9 ",21:31,"3.7 ",bst,m
2021-10-25,09:45,"3.7 ",21:58,"3.4 ",bst,m
2021-10-26,10:13,"3.5 ",22:27,"3.2 ",bst,m
2021-10-27,10:46,"3.3 ",23:06,"2.9 ",bst,m
2021-10-28,11:32,"3.0 ",00:01,"2.7 ",bst,m
2021-10-29,12:32,"2.8 ",,,bst,m
2021-10-30,01:13,"2.6 ",13:48,"2.8 ",bst,m
2021-10-31,01:58,"2.7 ",14:23,"3.1 ",gmt,m
2021-11-01,03:18,"3.1 ",15:34,"3.4 ",gmt,m
2021-11-02,04:14,"3.4 ",16:29,"3.8 ",gmt,m
2021-11-03,05:04,"3.8 ",17:20,"4.0 ",gmt,m
2021-11-04,05:52,"4.0 ",18:10,"4.2 ",gmt,m
2021-11-05,06:39,"4.2 ",19:00,"4.3 ",gmt,m
2021-11-06,07:23,"4.3 ",19:43,"4.3 ",gmt,m
2021-11-07,08:05,"4.3 ",20:26,"4.2 ",gmt,m
2021-11-08,08:45,"4.2 ",21:09,"3.9 ",gmt,m
2021-11-09,09:26,"4.0 ",21:53,"3.6 ",gmt,m
2021-11-10,10:10,"3.7 ",22:42,"3.2 ",gmt,m
2021-11-11,11:00,"3.4 ",23:50,"2.9 ",gmt,m
2021-11-12,12:16,"3.1 ",,,gmt,m
2021-11-13,01:18,"2.8 ",13:42,"3.1 ",gmt,m
2021-11-14,02:35,"2.9 ",14:55,"3.3 ",gmt,m
2021-11-15,03:38,"3.2 ",15:54,"3.5 ",gmt,m
2021-11-16,04:29,"3.5 ",16:44,"3.7 ",gmt,m
2021-11-17,05:13,"3.7 ",17:27,"3.8 ",gmt,m
2021-11-18,05:51,"3.8 ",18:05,"3.9 ",gmt,m
2021-11-19,06:25,"3.9 ",18:40,"3.9 ",gmt,m
2021-11-20,06:58,"4.0 ",19:12,"3.9 ",gmt,m
2021-11-21,07:27,"4.0 ",19:41,"3.8 ",gmt,m
2021-11-22,07:56,"3.9 ",20:11,"3.6 ",gmt,m
2021-11-23,08:25,"3.8 ",20:40,"3.4 ",gmt,m
2021-11-24,08:56,"3.6 ",21:13,"3.2 ",gmt,m
2021-11-25,09:30,"3.4 ",21:53,"3.0 ",gmt,m
2021-11-26,10:13,"3.2 ",22:43,"2.8 ",gmt,m
2021-11-27,11:06,"3.1 ",23:45,"2.8 ",gmt,m
2021-11-28,12:09,"3.1 ",,,gmt,m
2021-11-29,00:57,"2.8 ",13:20,"3.2 ",gmt,m
2021-11-30,02:15,"3.1 ",14:36,"3.4 ",gmt,m
2021-12-01,03:23,"3.4 ",15:43,"3.6 ",gmt,m
2021-12-02,04:23,"3.6 ",16:44,"3.9 ",gmt,m
2021-12-03,05:19,"3.9 ",17:43,"4.0 ",gmt,m
2021-12-04,06:13,"4.1 ",18:37,"4.1 ",gmt,m
2021-12-05,07:04,"4.3 ",19:27,"4.1 ",gmt,m
2021-12-06,07:50,"4.3 ",20:15,"4.1 ",gmt,m
2021-12-07,08:35,"4.2 ",21:02,"3.9 ",gmt,m
2021-12-08,09:19,"4.1 ",21:49,"3.6 ",gmt,m
2021-12-09,10:04,"3.9 ",22:38,"3.4 ",gmt,m
2021-12-10,10:51,"3.6 ",23:32,"3.1 ",gmt,m
2021-12-11,11:47,"3.3 ",,,gmt,m
2021-12-12,00:37,"2.9 ",12:56,"3.2 ",gmt,m
2021-12-13,01:41,"2.9 ",14:02,"3.1 ",gmt,m
2021-12-14,02:44,"3.0 ",15:04,"3.2 ",gmt,m
2021-12-15,03:39,"3.2 ",15:59,"3.3 ",gmt,m
2021-12-16,04:30,"3.4 ",16:49,"3.4 ",gmt,m
2021-12-17,05:15,"3.6 ",17:33,"3.6 ",gmt,m
2021-12-18,05:56,"3.7 ",18:14,"3.7 ",gmt,m
2021-12-19,06:33,"3.9 ",18:52,"3.7 ",gmt,m
2021-12-20,07:10,"3.9 ",19:28,"3.7 ",gmt,m
2021-12-21,07:42,"3.9 ",20:01,"3.6 ",gmt,m
2021-12-22,08:16,"3.8 ",20:36,"3.4 ",gmt,m
2021-12-23,08:49,"3.7 ",21:09,"3.3 ",gmt,m
2021-12-24,09:22,"3.5 ",21:46,"3.2 ",gmt,m
2021-12-25,10:00,"3.4 ",22:27,"3.1 ",gmt,m
2021-12-26,10:44,"3.3 ",23:16,"3.0 ",gmt,m
2021-12-27,11:36,"3.3 ",,,gmt,m
2021-12-28,00:13,"3.0 ",12:36,"3.2 ",gmt,m
2021-12-29,01:19,"3.0 ",13:44,"3.3 ",gmt,m
2021-12-30,02:33,"3.2 ",15:02,"3.4 ",gmt,m
2021-12-31,03:45,"3.4 ",16:15,"3.6 ",gmt,m
